feature,total,total_diff
f408_CNT_DRAWINGS_ATM_CURRENT_diff_mean,21786.0,24.0
f101_nyg-high_AMT_GOODS_PRICE-d-AMT_CREDIT_mean,21786.0,36.0
f103_nyg-high_AMT_CREDIT-d-total_debt_min,21785.0,101.0
f101_approved_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_min,21784.0,70.0
f101_approved_AMT_CREDIT-d-total_debt_max,21784.0,18.0
f307_cons_DEP_diff_mean,21784.0,138.0
f308_cons_days_delayed_payment_pctchange_mean,21784.0,66.0
f501_AMT_CREDIT_SUM_max,21782.0,200.0
f105_prevapp_future_payment_20m,21782.0,66.0
f505_Closed_AMT_CREDIT_SUM-d-app_AMT_CREDIT_max,21782.0,22.0
f302_NUM_INSTALMENT_ratio_max,21777.0,1.0
f103_approved_AMT_CREDIT-m-app_AMT_CREDIT-d-app_AMT_INCOME_TOTAL_std-d-mean,21776.0,48.0
f707_16,21769.0,65.0
f105_future_vs_past_max-d-income,21768.0,38.0
f301_DBD_sum,21766.0,78.0
f310_DAYS_ENTRY_PAYMENT_mean,21763.0,143.0
f501_DAYS_CREDIT_UPDATE_pctchange_max-d-min,21761.0,313.0
f305_notdelay_con_DBD_mean,21759.0,83.0
f509_DAYS_CREDIT_ENDDATE-m-app_DAYS_REGISTRATION,21758.0,162.0
f201_CNT_INSTALMENT_FUTURE-d-CNT_INSTALMENT_std-d-mean,21754.0,18.0
f510_DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT,21753.0,191.0
f109_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_BIRTH,21749.0,105.0
f101_approved_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_max-d-min,21749.0,153.0
f505_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_sum,21748.0,132.0
f505_Active_CREDIT_TYPE_Consumer-credit_mean,21748.0,36.0
f505_Active_DAYS_CREDIT-m-app_DAYS_ID_PUBLISH_sum,21740.0,16.0
f102_approved_AMT_GOODS_PRICE-d-AMT_CREDIT_mean,21739.0,203.0
f101_completed_AMT_APPLICATION-d-app_AMT_GOODS_PRICE_max,21737.0,57.0
f706_1,21732.0,130.0
f301_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_max,21729.0,61.0
f308_cons_DAYS_INSTALMENT_pctchange_mean,21729.0,47.0
f501_DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT_min,21729.0,237.0
f101_refused_AMT_GOODS_PRICE-d-total_debt_min,21728.0,142.0
f501_AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_diff_min,21723.0,113.0
f001_building_score_mode_mean,21721.0,151.0
f001_DAYS_ID_PUBLISH-m-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-m-DAYS_EMPLOYED,21720.0,0.0
f001_DAYS_REGISTRATION-m-DAYS_BIRTH-d-DAYS_LAST_PHONE_CHANGE-m-DAYS_EMPLOYED,21720.0,34.0
f308_cons_days_delayed_payment_diff_mean,21720.0,70.0
f501_DAYS_CREDIT_ENDDATE-m-app_DAYS_EMPLOYED_std-d-mean,21720.0,12.0
f505_Active_DAYS_CREDIT_ENDDATE-d-app_DAYS_EMPLOYED_max,21718.0,170.0
f110_nyg-low_action_nyg-low_action_AMT_GOODS_PRICE-d-AMT_CREDIT_max_max,21716.0,54.0
f101_approved_nejumi_std,21714.0,4.0
f001_DAYS_BIRTH,21714.0,168.0
f001_DAYS_REGISTRATION-d-DAYS_EMPLOYED,21712.0,132.0
f101_approved_HOUR_APPR_PROCESS_START_std,21709.0,53.0
f105_approved_ratio,21706.0,54.0
f510_DAYS_ENDDATE_FACT-m-DAYS_CREDIT,21705.0,93.0
f505_Closed_AMT_CREDIT_SUM-d-app_AMT_GOODS_PRICE_sum,21702.0,224.0
f503_DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT_std-d-mean,21701.0,165.0
f330_notdelay_AMT_PAYMENT-d-app_AMT_ANNUITY_mean,21696.0,110.0
f308_cons_days_weighted_delay_diff_mean,21693.0,1.0
f104_nyg-high_AMT_GOODS_PRICE-d-AMT_CREDIT_pctchange_min,21691.0,107.0
f101_nyg-low_normal_DAYS_TERMINATION-m-app_DAYS_LAST_PHONE_CHANGE_max-d-min,21683.0,181.0
f305_notdelay_con_AMT_INSTALMENT_sum,21683.0,185.0
f101_approved_nejumi_std-d-mean,21679.0,9.0
f001_age_finish_payment,21678.0,150.0
f302_notdelay_NUM_INSTALMENT_ratio_mean,21678.0,104.0
f101_approved_DAYS_LAST_DUE-d-app_DAYS_BIRTH_min,21677.0,127.0
f330_notdelay_AMT_PAYMENT_sum,21674.0,72.0
f406_AMT_BALANCE-d-AMT_CREDIT_LIMIT_ACTUAL_max,21669.0,255.0
f501_DAYS_CREDIT_ENDDATE-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,21666.0,30.0
f101_refused_AMT_GOODS_PRICE-d-total_debt_mean,21666.0,8.0
f502_CREDIT_TYPE_Microloan_mean,21666.0,44.0
f509_AMT_CREDIT_SUM-d-app_AMT_ANNUITY,21660.0,166.0
f101_approved_AMT_CREDIT-m-app_AMT_INCOME_TOTAL_pctchange_mean,21656.0,90.0
f101_approved_HOUR_APPR_PROCESS_START_mean,21652.0,22.0
f310_notdelay_DAYS_ENTRY_PAYMENT_mean,21651.0,85.0
f506_CREDIT_TYPE_Microloan_mean,21648.0,6.0
f109_RATE_DOWN_PAYMENT,21647.0,171.0
f101_nyg-low_normal_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_max,21646.0,38.0
f108_DAYS_FIRST_DUE-d-app_DAYS_LAST_PHONE_CHANGE,21644.0,110.0
f505_Active_DAYS_CREDIT_UPDATE_pctchange_std-d-mean,21639.0,135.0
f505_Closed_DAYS_CREDIT_ENDDATE-d-app_DAYS_LAST_PHONE_CHANGE_sum,21639.0,307.0
f308_notdelay_rev_days_weighted_delay_tsw3_diff_var,21634.0,134.0
f305_delay_cas_DAYS_ENTRY_PAYMENT_mean,21633.0,179.0
f101_completed_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_max,21632.0,28.0
f302_DPD_mean,21631.0,17.0
f312_days_weighted_delay_sum,21630.0,72.0
f303_notdelay_NUM_INSTALMENT_ratio_std-d-mean,21626.0,114.0
f505_Active_AMT_CREDIT_MAX_OVERDUE_diff_mean,21625.0,71.0
f106_NAME_PORTFOLIO-XNA,21622.0,2.0
f101_approved_HOUR_APPR_PROCESS_START_std-d-mean,21618.0,334.0
f505_Active_DAYS_CREDIT_UPDATE_diff_mean,21616.0,114.0
f703_bureau_y_median,21615.0,157.0
f110_nyg-low_action_nyg-low_action_AMT_GOODS_PRICE-d-AMT_CREDIT_max_std,21614.0,84.0
f505_Active_AMT_CREDIT_SUM_sum,21612.0,80.0
f332_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,21612.0,52.0
f001_DAYS_LAST_PHONE_CHANGE-m-DAYS_BIRTH-d-DAYS_ID_PUBLISH-m-DAYS_REGISTRATION,21609.0,17.0
f301_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_mean,21607.0,119.0
f314_days_weighted_delay_diff_mean,21607.0,173.0
f101_completed_AMT_APPLICATION-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_mean,21601.0,103.0
f301_notdelay_NUM_INSTALMENT_ratio_std-d-mean,21600.0,164.0
f310_notdelay_NUM_INSTALMENT_ratio_mean,21594.0,122.0
f101_completed_HOUR_APPR_PROCESS_START_mean,21592.0,48.0
f401_AMT_PAYMENT_TOTAL_CURRENT_diff_max-d-min,21591.0,53.0
f411_CNT_DRAWINGS_ATM_CURRENT_diff_std,21588.0,150.0
f306_cas_DEP_diff_var,21578.0,28.0
f501_DAYS_CREDIT-m-app_DAYS_ID_PUBLISH_std-d-mean,21576.0,198.0
f101_approved_AMT_CREDIT-d-total_debt_std-d-mean,21576.0,180.0
f314_days_weighted_delay_diff_sum,21575.0,65.0
f310_delay_days_weighted_delay_max-m-min,21574.0,116.0
f201_CNT_INSTALMENT-m-CNT_INSTALMENT_FUTURE_std,21573.0,167.0
f509_DAYS_CREDIT_ENDDATE-m-app_DAYS_EMPLOYED,21572.0,62.0
f505_Closed_DAYS_ENDDATE_FACT-m-app_DAYS_BIRTH_sum,21568.0,64.0
f505_Active_AMT_CREDIT_MAX_OVERDUE_max-m-min,21568.0,392.0
f305_con_AMT_PAYMENT_sum,21568.0,12.0
f330_delay_DAYS_ENTRY_PAYMENT_mean,21567.0,27.0
f308_delay_cas_days_weighted_delay_tsw3_diff_var,21567.0,347.0
f505_Closed_AMT_CREDIT_SUM-d-app_AMT_CREDIT_mean,21567.0,211.0
f505_Active_DAYS_CREDIT-m-app_DAYS_BIRTH_min,21567.0,97.0
f303_DPD_mean,21562.0,314.0
f101_completed_AMT_GOODS_PRICE-d-AMT_CREDIT_min,21560.0,64.0
f001_AMT_ANNUITY-d-CNT_CHILDREN,21559.0,103.0
f110_nyg-low_action_nyg-low_action_AMT_GOODS_PRICE-m-app_AMT_INCOME_TOTAL_pctchange_max_std,21559.0,141.0
f001_DAYS_LAST_PHONE_CHANGE-m-DAYS_EMPLOYED-d-DAYS_LAST_PHONE_CHANGE-m-DAYS_ID_PUBLISH,21557.0,245.0
f301_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,21557.0,227.0
f505_Active_DAYS_CREDIT_ENDDATE-m-app_DAYS_LAST_PHONE_CHANGE_min,21554.0,82.0
f101_nyg-low_normal_AMT_CREDIT-d-total_debt_mean,21552.0,104.0
f405_CNT_DRAWINGS_ATM_CURRENT_diff_pctchange_std-d-mean,21546.0,84.0
f510_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE,21544.0,24.0
f504_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE_max,21542.0,208.0
f109_days_trm-m-fdue,21541.0,167.0
f308_cons_NUM_INSTALMENT_NUMBER_pctchange_var,21540.0,108.0
f505_Active_DAYS_CREDIT-d-app_DAYS_EMPLOYED_sum,21540.0,8.0
f508_Active_AMT_CREDIT_SUM_sum,21537.0,145.0
f101_nyg-high_AMT_CREDIT-d-total_debt_min,21534.0,70.0
f001_AMT_GOODS_PRICE-d-AMT_CREDIT,21534.0,278.0
f505_Active_AMT_CREDIT_MAX_OVERDUE_mean,21533.0,43.0
f308_cons_NUM_INSTALMENT_NUMBER_pctchange_mean,21531.0,149.0
f308_cons_days_weighted_delay_tsw3_diff_max,21530.0,46.0
f101_completed_AMT_APPLICATION-d-app_AMT_CREDIT_max,21516.0,330.0
f109_days_trm-m-ldue1,21515.0,83.0
f202_CNT_INSTALMENT_FUTURE_pctchange_min,21514.0,164.0
f505_Active_DAYS_CREDIT_UPDATE_sum,21507.0,61.0
f509_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_pctchange,21507.0,57.0
f101_refused_AMT_CREDIT-m-app_AMT_INCOME_TOTAL_pctchange_max,21504.0,10.0
f305_notdelay_con_NUM_INSTALMENT_ratio_std-d-mean,21504.0,156.0
f505_Closed_DAYS_CREDIT_UPDATE_diff_mean,21504.0,14.0
f102_approved_AMT_GOODS_PRICE-d-total_debt_mean,21497.0,141.0
f001_YEARS_BEGINEXPLUATATION_AVG,21496.0,96.0
f302_delay_AMT_PAYMENT-d-app_AMT_GOODS_PRICE_max,21489.0,45.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,21481.0,119.0
f301_DPD_mean,21480.0,58.0
f509_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange,21480.0,186.0
f501_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_min,21478.0,136.0
f110_nyg-low_action_nyg-low_action_AMT_APPLICATION-d-app_AMT_INCOME_TOTAL_max_max,21476.0,2.0
f106_NAME_CONTRACT_STATUS-Approved,21474.0,148.0
f301_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_EMPLOYED_max-d-min,21474.0,104.0
f405_AMT_INST_MIN_REGULARITY_diff_diff_mean,21474.0,34.0
f108_AMT_ANNUITY,21474.0,50.0
f101_nyg-middle_AMT_CREDIT-d-total_debt_min,21474.0,184.0
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_diff_max,21471.0,345.0
f102_completed_AMT_CREDIT-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_pctchange_max,21468.0,120.0
f101_completed_nejumi_min,21467.0,133.0
f105_prevapp_future_payment_max-d-income,21466.0,112.0
f501_DAYS_CREDIT-d-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,21464.0,18.0
f331_notdelay_DBD_mean,21462.0,156.0
f305_delay_rev_DAYS_ENTRY_PAYMENT_max,21461.0,291.0
f101_nyg-high_AMT_GOODS_PRICE-d-total_debt_max,21460.0,92.0
f101_approved_APP_CREDIT_PERC_mean,21459.0,285.0
f510_DAYS_CREDIT_UPDATE-m-DAYS_ENDDATE_FACT,21458.0,150.0
f101_nyg-middle_nejumi_min,21458.0,34.0
f307_cons_DEP_diff_min,21457.0,237.0
f301_DBD_max,21457.0,23.0
f305_notdelay_con_NUM_INSTALMENT_ratio_std,21457.0,5.0
f505_Closed_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_diff_mean,21455.0,197.0
f505_Closed_DAYS_CREDIT-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,21453.0,185.0
f509_DAYS_CREDIT_UPDATE-m-DAYS_ENDDATE_FACT,21452.0,108.0
f504_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_min,21445.0,201.0
f303_DBD_sum,21443.0,211.0
f501_DAYS_CREDIT_ENDDATE-m-app_DAYS_LAST_PHONE_CHANGE_max-d-min,21443.0,189.0
f105_cnt_paid-d-unpaid_mean,21442.0,26.0
f505_Closed_DAYS_CREDIT_ENDDATE-m-app_DAYS_BIRTH_min,21442.0,0.0
f501_DAYS_CREDIT_UPDATE_diff_max-d-min,21442.0,270.0
f505_Active_DAYS_CREDIT_UPDATE_std-d-mean,21434.0,34.0
f308_delay_cons_DPD_diff_var,21433.0,111.0
f305_con_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,21433.0,93.0
f508_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_std-d-mean,21432.0,162.0
f301_notdelay_amt_delta_std-d-mean,21430.0,98.0
f106_NAME_SELLER_INDUSTRY-Connectivity_appref,21429.0,37.0
f101_approved_AMT_GOODS_PRICE-d-total_debt_min,21429.0,391.0
f101_approved_RATE_DOWN_PAYMENT_max,21424.0,46.0
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_std-d-mean,21420.0,230.0
f507_Active_DAYS_CREDIT-d-app_DAYS_REGISTRATION_min,21420.0,572.0
f302_delay_DAYS_ENTRY_PAYMENT_mean,21412.0,10.0
f110_nyg-high_nyg-high_AMT_APPLICATION-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_max_min,21411.0,119.0
f109_DAYS_FIRST_DUE-m-app_DAYS_LAST_PHONE_CHANGE,21410.0,208.0
f001_APARTMENTS_MODE,21409.0,19.0
f330_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_max,21408.0,182.0
f310_notdelay_AMT_PAYMENT-d-app_AMT_ANNUITY_mean,21406.0,70.0
f505_Active_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_diff_std-d-mean,21403.0,137.0
f101_approved_DAYS_LAST_DUE_1ST_VERSION-d-app_DAYS_REGISTRATION_std,21403.0,27.0
f001_LIVINGAREA_MODE,21399.0,429.0
f505_Closed_DAYS_CREDIT_UPDATE_max-d-min,21388.0,100.0
f101_nyg-low_normal_AMT_ANNUITY-d-app_AMT_ANNUITY_min,21384.0,130.0
f501_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_diff_mean,21382.0,230.0
f505_Active_DAYS_CREDIT_ENDDATE-m-app_DAYS_BIRTH_sum,21379.0,137.0
f101_approved_DAYS_LAST_DUE-d-app_DAYS_ID_PUBLISH_min,21376.0,178.0
f505_Active_AMT_CREDIT_SUM-d-debt-p-AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_mean,21375.0,37.0
f312_days_weighted_delay_pctchange_mean,21371.0,211.0
f308_cons_NUM_INSTALMENT_ratio_diff_mean,21371.0,25.0
f101_nyg-low_normal_nejumi_min,21367.0,205.0
f505_Closed_DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT_std-d-mean,21364.0,52.0
f301_notdelay_NUM_INSTALMENT_ratio_mean,21361.0,33.0
f101_active_AMT_ANNUITY-d-app_AMT_ANNUITY_mean,21361.0,181.0
f101_approved_AMT_GOODS_PRICE-d-AMT_CREDIT_max,21360.0,274.0
f504_DAYS_CREDIT-d-app_DAYS_LAST_PHONE_CHANGE_mean,21360.0,382.0
f312_days_delayed_payment_diff_mean,21359.0,163.0
f101_nyg-middle_AMT_GOODS_PRICE-d-AMT_CREDIT_max,21359.0,45.0
f314_amt_ratio_diff_mean,21354.0,10.0
f501_DAYS_CREDIT_UPDATE_diff_mean,21353.0,275.0
f507_Active_DAYS_CREDIT-m-app_DAYS_LAST_PHONE_CHANGE_sum,21350.0,30.0
f305_notdelay_cas_DAYS_ENTRY_PAYMENT_max,21349.0,241.0
f001_DAYS_LAST_PHONE_CHANGE-m-DAYS_BIRTH-d-DAYS_ID_PUBLISH-m-DAYS_EMPLOYED,21348.0,174.0
f305_notdelay_con_AMT_PAYMENT-d-app_AMT_CREDIT_mean,21348.0,118.0
f302_delay_days_weighted_delay_max,21347.0,83.0
f505_Closed_DAYS_CREDIT_UPDATE_diff_max,21346.0,360.0
f103_completed_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_max,21343.0,17.0
f707_26,21342.0,230.0
f601_Closed_MONTHS_BALANCE_sum,21339.0,225.0
f101_nyg-low_normal_DAYS_LAST_DUE-d-app_DAYS_REGISTRATION_min,21337.0,457.0
f505_Active_DAYS_CREDIT-d-app_DAYS_EMPLOYED_min,21335.0,15.0
f101_completed_WEEKDAY_APPR_PROCESS_START_FRIDAY_mean,21334.0,116.0
f110_nyg-high_nyg-high_HOUR_APPR_PROCESS_START_max_max,21332.0,34.0
f301_delay_amt_delta_std-d-mean,21332.0,396.0
f509_DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT,21331.0,79.0
f301_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,21325.0,103.0
f109_DAYS_FIRST_DUE-d-app_DAYS_ID_PUBLISH,21324.0,202.0
f508_Active_AMT_CREDIT_SUM_diff_max,21322.0,36.0
f103_nyg-middle_AMT_GOODS_PRICE-d-AMT_CREDIT_min,21321.0,3.0
f505_Active_DAYS_CREDIT-m-app_DAYS_LAST_PHONE_CHANGE_max,21320.0,186.0
f101_approved_AMT_CREDIT-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_mean,21318.0,136.0
f314_AMT_PAYMENT-d-AMT_ANNUITY_mean,21316.0,20.0
f108_AMT_ANNUITY-m-app_AMT_ANNUITY,21311.0,107.0
f301_DAYS_ENTRY_PAYMENT-m-app_DAYS_LAST_PHONE_CHANGE_std-d-mean,21309.0,9.0
f301_delay_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_std,21306.0,394.0
f308_cons_days_weighted_delay_tsw3_diff_min,21304.0,78.0
f303_notdelay_NUM_INSTALMENT_ratio_mean,21302.0,56.0
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_sum,21301.0,23.0
f101_nyg-high_AMT_GOODS_PRICE-d-total_debt_min,21295.0,33.0
f101_refused_nejumi_max,21295.0,437.0
f313_days_delayed_payment_pctchange_min,21293.0,77.0
f505_Closed_DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT_min,21292.0,116.0
f308_delay_cons_days_weighted_delay_tsw3_diff_max,21288.0,64.0
f505_Closed_AMT_CREDIT_SUM-d-app_AMT_INCOME_TOTAL_mean,21288.0,228.0
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_pctchange_mean,21287.0,197.0
f308_cons_days_weighted_delay_diff_var,21282.0,34.0
f505_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_min,21282.0,432.0
f101_nyg-middle_AMT_CREDIT-m-app_AMT_GOODS_PRICE-d-app_AMT_INCOME_TOTAL_pctchange_max-d-min,21280.0,72.0
f101_approved_AMT_CREDIT-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_min,21279.0,35.0
f505_Active_DAYS_CREDIT_UPDATE_mean,21278.0,94.0
f306_notdelay_cas_DEP_diff_mean,21276.0,34.0
f707_21,21272.0,112.0
f703_bureau_y_min,21270.0,2.0
f332_notdelay_DBD_mean,21267.0,257.0
f310_days_weighted_delay_max-d-min,21266.0,50.0
f102_active_AMT_CREDIT-m-app_AMT_GOODS_PRICE_max,21266.0,208.0
f101_approved_amt_unpaid_std,21263.0,403.0
f505_Active_DAYS_CREDIT-m-app_DAYS_REGISTRATION_max-d-min,21261.0,39.0
f510_DAYS_CREDIT_ENDDATE-m-app_DAYS_ID_PUBLISH,21260.0,112.0
f504_DAYS_ENDDATE_FACT-m-DAYS_CREDIT_ENDDATE_min,21258.0,140.0
f111_approved_AMT_CREDIT-d-app_AMT_CREDIT_diff_max,21258.0,152.0
f106_NAME_PAYMENT_TYPE-Cash-through-the-bank,21253.0,183.0
f502_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_min,21253.0,259.0
f505_Active_DAYS_CREDIT_ENDDATE-d-app_DAYS_LAST_PHONE_CHANGE_max,21251.0,305.0
f505_Active_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_min,21249.0,13.0
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_max-d-min,21249.0,9.0
f308_cons_days_weighted_delay_tsw3_diff_var,21235.0,1.0
f314_amt_delta_mean,21234.0,456.0
f101_refused_AMT_GOODS_PRICE-d-total_debt_max,21229.0,515.0
f101_nyg-low_normal_nejumi_max,21228.0,236.0
f501_DAYS_ENDDATE_FACT-m-app_DAYS_BIRTH_min,21224.0,524.0
f101_nyg-high_AMT_DOWN_PAYMENT_max,21222.0,504.0
f314_days_weighted_delay_sum,21215.0,45.0
f101_nyg-high_AMT_CREDIT-d-total_debt_mean,21213.0,687.0
f101_approved_DAYS_TERMINATION-d-app_DAYS_BIRTH_min,21213.0,293.0
f001_DAYS_EMPLOYED-m-DAYS_BIRTH-d-DAYS_ID_PUBLISH-m-DAYS_EMPLOYED,21212.0,214.0
f331_notdelay_days_weighted_delay_max-d-min,21210.0,0.0
f301_days_weighted_delay_mean,21202.0,372.0
f504_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_max,21201.0,173.0
f303_NUM_INSTALMENT_ratio_std-d-mean,21200.0,0.0
f102_nyg-middle_AMT_GOODS_PRICE-d-AMT_CREDIT_min,21195.0,37.0
f505_Active_AMT_CREDIT_SUM-d-debt-p-AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_min,21192.0,162.0
f505_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_diff_std,21192.0,36.0
f101_approved_AMT_ANNUITY-m-app_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_pctchange_mean,21186.0,88.0
f308_cas_days_delayed_payment_diff_mean,21184.0,210.0
f314_days_weighted_delay_var,21183.0,127.0
f504_AMT_CREDIT_SUM_DEBT-d-app_AMT_INCOME_TOTAL_min,21180.0,208.0
f505_Active_AMT_CREDIT_SUM-d-app_AMT_ANNUITY_pctchange_mean,21179.0,489.0
f303_notdelay_NUM_INSTALMENT_ratio_std,21178.0,20.0
f101_completed_AMT_ANNUITY-m-app_AMT_ANNUITY_max,21175.0,211.0
f501_DAYS_ENDDATE_FACT-m-DAYS_CREDIT_min,21174.0,102.0
f509_DAYS_CREDIT_UPDATE-m-DAYS_CREDIT,21170.0,64.0
f505_Active_AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_min,21169.0,101.0
f106_NAME_SELLER_INDUSTRY-Connectivity_app,21169.0,245.0
f305_con_AMT_PAYMENT_mean,21166.0,404.0
f101_completed_DAYS_DECISION_max,21163.0,65.0
f101_approved_AMT_CREDIT-d-total_debt_std,21158.0,322.0
f105_AMT_ANNUITY_cmp_sum,21158.0,34.0
f406_AMT_DRAWINGS_ATM_CURRENT_diff_pctchange_std,21155.0,149.0
f505_Active_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_std-d-mean,21153.0,19.0
f101_completed_AMT_GOODS_PRICE-d-total_debt_min,21145.0,275.0
f402_AMT_DRAWINGS_ATM_CURRENT_diff_pctchange_std,21145.0,157.0
f505_Active_DAYS_CREDIT_UPDATE_diff_min,21143.0,53.0
f505_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_std-d-mean,21138.0,184.0
f310_DBD_max,21133.0,73.0
f313_days_delayed_payment_pctchange_mean,21131.0,59.0
f501_DAYS_CREDIT_ENDDATE-d-app_DAYS_ID_PUBLISH_mean,21128.0,430.0
f308_cons_AMT_INSTALMENT_pctchange_min,21126.0,326.0
f501_AMT_CREDIT_SUM-d-debt-p-AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT_min,21124.0,20.0
f302_NUM_INSTALMENT_ratio_std,21123.0,7.0
f001_DAYS_ID_PUBLISH-m-DAYS_BIRTH-d-DAYS_REGISTRATION-m-DAYS_EMPLOYED,21122.0,60.0
f105_amt_paid-d-unpaid_max,21121.0,239.0
f302_notdelay_DAYS_ENTRY_PAYMENT-m-app_DAYS_BIRTH_std,21120.0,92.0
f501_AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT_diff_std-d-mean,21114.0,26.0
f505_Closed_AMT_CREDIT_SUM-d-app_AMT_GOODS_PRICE_mean,21114.0,382.0
f305_notdelay_cas_DAYS_ENTRY_PAYMENT-m-app_DAYS_ID_PUBLISH_max-d-min,21112.0,706.0
f314_days_delayed_payment_pctchange_mean,21112.0,154.0
f330_notdelay_DBD_mean,21109.0,129.0
f101_approved_amt_paid_std-d-mean,21107.0,31.0
f313_days_delayed_payment_diff_mean,21106.0,102.0
f501_DAYS_CREDIT-d-app_DAYS_LAST_PHONE_CHANGE_max,21106.0,334.0
f308_cas_days_weighted_delay_tsw3_diff_var,21106.0,176.0
f105_DAYS_DECISION_max,21103.0,235.0
f102_approved_AMT_GOODS_PRICE-d-AMT_CREDIT_min,21101.0,297.0
f001_building_score_avg_sum,21101.0,287.0
f101_completed_AMT_ANNUITY-d-app_AMT_INCOME_TOTAL_max,21098.0,180.0
f501_DAYS_CREDIT_ENDDATE-m-app_DAYS_ID_PUBLISH_std-d-mean,21098.0,448.0
f507_Active_AMT_CREDIT_SUM_DEBT-d-AMT_CREDIT_SUM_max,21093.0,271.0
f313_days_weighted_delay_pctchange_mean,21093.0,205.0
f501_AMT_CREDIT_MAX_OVERDUE_max-m-min,21093.0,389.0
f330_AMT_PAYMENT-d-AMT_ANNUITY_mean,21093.0,19.0
